confidence,RMSE,MAE,R2,PICP,MPIW,PINAW,Pearson_width_error,Spearman_width_error,alpha,q
80,0.06399190454009,0.03395800975354749,0.9484351494175476,0.8114801864801865,0.09524471516494874,0.09665197075875534,0.26805679083837797,0.3095472170973758,0.2,3.3078650050496803
90,0.06399190454009,0.03395800975354749,0.9484351494175476,0.9010780885780886,0.14279745788942344,0.14490731270969598,0.261633845206491,0.2932754537187643,0.1,5.165175429573815
95,0.06399190454009,0.03395800975354749,0.9484351494175476,0.9494463869463869,0.20861745064097678,0.2116998061698033,0.24854295673240104,0.2579126019284265,0.05,8.289580071538182
