confidence,alpha,q,PICP,MPIW
0.8,0.19999999999999996,0.04658428000000003,0.8059440559440559,0.09316856000000007
0.9,0.09999999999999998,0.080003663,0.9038461538461539,0.16000732600000003
0.95,0.050000000000000044,0.12413305999999999,0.9485722610722611,0.24826611999999998
